userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir
KIND_DREAD,"Aplikasi rusak. Masa setiap mau ganti faskes selalu lama buat nentuin verifikasi sih.. Banyak bug, loading lama",1,4.2.3,2022-01-02 07:47:00,-1,-1,-1,Negatif
Widaningsih,"Udh lebih baik dr awal2, daftar peserta baru jg gampang banget, cuma sayang aja app di 1 perangkat daftarnya dibatasi cuma bisa sampe 4 kk aja padahal sangat membantu masyarakat yg gk punya smartphone buat daftar bpjs.",4,4.2.3,2022-09-28 05:29:48,0,1,1,Positif
Reihana Jaeyong99,"Kirain pas udh di update makin memperlancar Tapi malah makin jelek Jaringan bagus,buat daftar autodebit malah gak bisa muluuuuuu Pas udh pairing tiba-tiba ke log out sendiri Pas mau log in lagi malah bilangnya belum daftar autodebit",1,4.2.3,2022-10-17 12:19:03,-1,-1,-1,Negatif
Renaldy Arifin,Kenapa hampir tiap bulan selalu muncul update2 tp yg ada fitunya makin gak jelas . Tolong buat fitur yg simple biar gampang dipermudah . Kalau update2 gini terus apk ini jd buat susah harus bolak balik update,1,4.2.3,2022-10-27 13:01:19,-1,-1,-1,Negatif
putri dewii,"Setelah di update jelek, ngpain harus verifikasi pake pesan segala giliran gak ada pulsa gak bisa masuk aplikasi sekarang itu orang2 banyakan punya paket data dari pada pulsa biasa tlpon pake data, chat pake data... tolkng dong gak usah keharusan verifikasi pake pulsa biasa.",5,4.2.3,2022-10-22 23:21:14,-1,-1,-1,Negatif
Harlan Soe,"Makin kesini aplikasinya semakin gak jelas,mau login aja susah banget... aneh... verifikasinya ribet banget, verifikasi dari aplikasi bank saja gak Seribet ini, mohon diperbaiki, mf bintangnya terpaksa saya kurangi",3,4.2.3,2022-10-30 04:48:59,-1,-1,-1,Negatif
klik resi,"Aplikasi gembel, sy mau ganti Faskes lewat aplikasi online lalu verifikasinya lewat SMS pada nomor tlp yang tertera saat daftar, saya ikutin krn nomornya belum berubah. Berhubung verifikasi lewat SMS pake pulsa, maka biayanya kita yg tanggung maka lanjut saya beli pulsa untuk verifikasi kode OTP perubahan faskes 1, tapi bgitu sy coba dan saya mau masukin kode OTP lewat SMS maka saya tggu dong tuh SMS dr Mobile JKN tp nyatanya berkali kali kagak nongol tuh SMS tapi lucunya tuh plz raib, sial kan",1,4.2.3,2022-10-29 06:53:07,-1,-1,-1,Negatif
Aliep Kelip,"Gak bisa di pakai jelek sekali aplikasinya.. mau masuk akun gak bisa mau daftar baru juga gak bisa,sungguh menyusahkan saja. bukannya mempermudah malah menjengkelkan",1,4.2.3,2022-09-28 09:38:30,-1,-1,-1,Negatif
Sopiah Sopi,"Aplikasi sudah di update Kenapa saya gk bisa login, gk bisa daftar juga padahal saya sudah menjadi peserta BPJS 2tahun lebih.. saya download aplikasi ini buat pindah klinik aja koq,, kartu BPJS ada, terus masukin nik katanya salah Mulu, padahal emang itu nik saya dari dulu, gimana sihh ahhh.. tolong dong jangan mempersulit,saya kan bayar tiap bulan 🙏",1,4.2.3,2022-10-08 13:57:09,-1,-1,-1,Negatif
Adit Adit,Aplikasi apa ini. Kita sudah bayar tpi nda bisa login.. ribet kali bro... Udah di bayar. Sekali login katanya belum aktif . Belum aktif gi mana. Wong kita udah bayar kok.. aduh...,1,4.2.3,2022-10-31 03:05:07,-1,-1,-1,Negatif
Al Hikayah,"Ini kenapa jadi susah ya aplikasinya? Akunnya jadi hilang dan gk bisa satu akun satu keluarga, tambah peserta gk bisa alasanya karna KK tdk ada di dupcapil, padahal sebelum aplikasinya diupdate bisa?",1,4.2.3,2022-09-30 13:44:38,-1,-1,-1,Negatif
Ri No,Aplikasi buruk..kemarin belum di update bisa lihat riwayat pelayanan dan sakit apa..sekarang sudah du update malah tambah buruk tidak bisa lihat riwayat sakit..sangat tidak memuaskan bpjs ini..auto uninstal,1,4.2.3,2022-10-29 02:39:38,-1,-1,-1,Negatif
Nonna Tiiara,Ini kenapa sihhh versi baru malah kek gini.... Sulit banget loginnya.... Jkn yg dl aja gak sesulit ini.... Trs kalau di luar kota gini bagaimana ... Biasanya bisa ringkaa kita lihatin jkn mobile beres... Ini login kok susah bangetttttttt,1,4.2.3,2022-10-14 13:31:35,-1,-1,-1,Negatif
Ardian Prima Yudha,"Pada menu informasi sudah mengubah alamat, tapi pas mau download kartu bpjs alamatnya masih yg lama... Dan alamat yang dikartu bpjs pun tidak sesuai dg alamat di KTP makanya mau tak ganti...",3,4.2.3,2022-01-01 03:32:00,-1,-1,-1,Negatif
Putri Sri Agustina,Kenapa udah d update jd login lagi trus harus masukin pasword mobile jkn nya...sedangkan pasword nya gak tau... Ini mau bayar...kata nya blm muncul tagihan nya... Gimna sih ??? Pdhl d htung tgl ini ud tgl nya,2,4.2.3,2022-10-10 14:30:16,-1,-1,-1,Negatif
Yusuf Saputra,"ini aplikasi diperbaharui sudah, malah sekarang tidak bisa di buka, dan kode captcha nya tidak pernah muncul, sudah berulang2 uninstall dan install kmbali, tetapi tetap tidak bisa",1,4.2.3,2022-09-27 01:04:42,-1,-1,-1,Negatif
ichieMediA,"Tidak bisa mendaftar antrean pelayanan, pdhl fitur ini sangat penting, dulu awal pake aplikasi bisa tp skarang tdk bsa. Mhn pnjelasannya.trimz",3,4.2.3,2022-10-28 13:17:27,-1,-1,-1,Negatif
Suroso Cmb,"Ini kenapa ya banyak yg di kunci kunci, ribet masa harus daftar dulu tolong di permudah lagi kaya dulu",1,4.2.3,2022-12-03 09:03:05,-1,-1,-1,Negatif
Dudu Jambu,sejak perivikasi berubah ke no telvon saya tidak buka'' aplikasi ini. karna no hp hilang. dan sekarang bisa lg karna perivikasi ke email lagi.. langsung saya ubah no telvon.. di sini jg bisa ubah paskes.. dan banyak lg pitur'' lainnya...,5,4.2.3,2022-10-04 23:44:17,-1,-1,1,Negatif
Dewi Fitri,Mau cekat kartu KIS tpi tdak bisa dikirim ke email..disuruh daftar email kembali padahal waktu daftar sdah masukkan email...jadi bingung karna dipengaturan jga tidak ada pilihan ganti email..,5,4.2.3,2022-01-12 09:45:00,-1,-1,-1,Negatif
ferry setiawan,Masa iya harus daftar autodebet dulu kalau mau akses aplikasinya,1,4.2.3,2022-12-16 03:52:31,-1,-1,-1,Negatif
Bai Ka'ba',"Aplikasi tidak jelas!!!. Kalau pakai jalur online hanya bikin emosi peserta, karena aplikasi yang error terus, mending hilangkan saja, dan satu-satunya jalan harus offline (langsung ke kantor BPJS). Kalau tidak mampu atau tidak niat membantu mending hapus dari playstore aplikasi seperti ini!!!!",1,4.2.3,2022-01-04 10:56:00,-1,-1,-1,Negatif
Angga Subastiyan,"Kenapa pas mau kirim kartu ke email nggak bisa cuman muncul keterangan alamat email belum diisi sesuai dengan format email yang benar, perasaan masuk email cuman pas pertama masuk aja loh",2,4.2.3,2022-01-05 08:26:00,-1,-1,-1,Negatif
Theo Doraa,Sangat memuaskan dan sangat memudahkan untuk diakses dimanapun dan kapanpun☺️👍🏻,5,4.2.3,2022-01-23 02:58:00,1,1,1,Positif
Hendra Adi Putra,"Tiap saat minta update, kalau tidak di update tidak bisa diakses, Setelah di update malah sering terjadi kesalahan proses dan dianggap offline, padahal masih online",2,4.2.3,2022-10-31 01:50:17,-1,-1,-1,Negatif
Geday 21,"Aplikasinya sangat membantu untuk daftar tapi pas mau berobat dokter yang bersangkutan tidak ada, tolong dibantu agar kami yang sakit tidak rugi ke tempat dokter tersebut praktek",2,4.2.3,2022-01-24 06:22:00,0,1,1,Positif
Cinthia Andini,Login aja susah sekali. Terus nomor hp saya kok gak bisa digunakan. Katanya saya sdh pernah daftar. Padahal saya baru mau daftar ini. Tp nmor hp sudah terdaftar. Jelek aplikasinya,1,4.2.3,2022-10-31 01:39:00,-1,-1,-1,Negatif
Collo Bullo,"Hi admin, buat layanan daftar online yang tidak ke refresh menu antrian ulang online nya apa sudah di perbaiki? Karena terakhir saya gunakan layanan antrian online nya hanya bisa sekali di pakai karena menu booking nya gak ke refresh jadi baru tetap kode booking antrian pertama yg lama yg aktif tidak berganti, sehingga tidak bisa ambil antrian online baru",5,4.2.3,2022-09-28 04:34:21,-1,-1,-1,Negatif
izonzona,Kode verifikasi harus melalui sms. Kan bisa pakai email. Katanya pulsa tidak cukup..,2,4.2.3,2022-12-02 01:27:00,-1,-1,-1,Negatif
muh suyuti,Sangat membantu memudahkan pilihan layanan untuk berobat.terus tingkatkan layanan...,5,4.2.3,2022-12-28 06:48:44,1,1,1,Positif
farid Indrawan,"Baru install aplikasi ini, langsung coba daftar. Sesuai petunjuk sampe akirnya klik verifikasi data, setelah diklik gagal terus.. sampe 5 kali coba gagal terus verifikasi.. Terus gimana ini?",1,4.2.3,2022-10-18 17:09:28,-1,-1,-1,Negatif
Rahmalia Intan,"Sering ada perbaikan sistem, aplikasi nasional buat kepentingan masyarakat tapi engga bisa di andal in,klo mau berobat susah klo aplikasi nya seperti ini dengan kondisi kartu yang belum sempat tercetak",1,4.2.3,2022-10-03 01:26:08,-1,-1,-1,Negatif
Gilang,"Mau ganti segmen peserta susah banget, dan mau input otp buat autodebet nya juga susah, tiba tiba ngelag ngga bisa di input, tolong diperbaiki untuk masalah ini",5,4.2.3,2022-10-13 01:01:18,-1,-1,-1,Negatif
Hasbi Allah,"Nice gaiss,,saya daftar gak ada kendala tpi memang harus jam kerja tuk daftar,,semua sudah sya cek gampang,mudah,no kendala tuk apk ini..klo 1 kk semua yg terdata sebagai jkn kis ada semua kecuali anggota keluarga yg sudah punya kluarga otomatis daftar kembali karna kk nya pasti yg baru😊👍",5,4.2.3,2022-10-21 04:42:01,1,1,1,Positif
Reza Winu,"Mau tanya, kok captcha nya gak muncul2 ya? Apa lg error? Per 21 December 2022 Oia udh bisa, tp kok pas mau antre online ke RSUD dapet error ""data nik blm sesuai""",2,4.2.3,2022-12-22 02:08:59,-1,-1,-1,Negatif
Ali massage,Aplikasi bagus bisa membantu masyarakat dengan mudah dan cepat aman,1,4.2.3,2022-01-21 14:06:00,1,1,1,Positif
Fransiscus Adie,"Mau ganti faskes 1 susah sekali kode verifikasi yang dikirim lewat sms tidak kunjung dikirim. Dialihkan ke online/aplikasi tapi belum siap dibeberapa hal, sangat disayangkan.",3,4.2.3,2023-01-12 01:06:36,-1,-1,-1,Negatif
Tomi Adittia,"Sangat membantu,,tapi knpa kok data di KK tdak terdaftar semua'y..??",4,4.2.3,2023-01-12 05:26:08,0,1,1,Positif
suhanda handaputra,"Good bagus lebih baik harus punya banyak inofasi ya buat bagian IT, nya jgn kalah dong sama suasta yee jgn berpuas diri ok,,,",5,4.2.3,2022-01-19 01:10:00,0,1,1,Positif
"Arcyla,&annasya Mbem","Aplikasinya aneh,,masa log out sendiri,,coba log in ulang berkali"" g bsa"" keterangannya nomer KTP salah,,padahal ktp'a sambil di pegang ud di cocokin juga sama nomernya",4,4.2.3,2022-10-18 01:14:22,-1,-1,-1,Negatif
Risvvandi SLOTS,"SMS verifikasi ke nomor hp ternyata berbayar, nggak bisa gratis ya. Padahal ada pulsa 1000an di nomornya, tapi notifnya ""pulsa anda tidak mencukupi""",3,4.2.3,2022-10-27 04:27:04,-1,-1,-1,Negatif
mus tagfirin,Berguna untuk pelayanan kepada pengguna lebih cepat dan tepat.,4,4.2.3,2023-01-01 05:22:00,1,1,1,Positif
Nurahman Soleh,"Tetep Gak bisa log in kak, setelah masuk fitur lupa password, malah keluar pop up tidak terdaftar. Saya daftar juga malah keluar pop up jam akses tidak sesuai.",1,4.2.3,2022-10-10 21:21:03,-1,-1,-1,Negatif
Helmy Dharmanto,Ga bisa login .. email kartu peserta ga cocok setiap login kalau ada nmr call center minta tolong di share. Setiap pembaruan aplikasi selalu minta login ulang.,1,4.2.3,2022-10-18 14:46:36,-1,-1,-1,Negatif
Gus Bendjol,bagus SI... TAPI banyak menu yg error.,4,4.2.3,2022-12-24 22:48:06,-1,1,1,Positif
Suksestriyono,Parah masa tiap Nik anggota harus install aplikasi. Dulu satu KK bisa untuk semua Nik anggota keluarga. Nmr hp juga harus 1nik 1 nomor. Tolong di perbaiki jangan main main,3,4.2.3,2023-01-02 04:44:45,-1,-1,-1,Negatif
SPIDERMAN HITAM,Perbaiki dong...Mau login..udh tahap verifikasi email..hrs keluar liat email...pas buka JKN hrs ulang lagi dari awal. Aplikasi paling ribet.,1,4.2.3,2022-01-15 01:59:00,-1,-1,-1,Negatif
Teguh Dwi cahya truna,"gak bisa login,, nunggu kode captcha tidak muncul2",1,4.2.3,2022-01-20 16:36:00,-1,-1,-1,Negatif
Halimah Indriati,Saya pakai aplikasi ini tapi kok lamaaa bgt baru bisa yg katanya no ktp salah dll waduuuh pdhl sdh bener...tak ulang2 trs baru bisa..kurang conect apa gmn ya...apa akunya yg gak mudeng IT...🤦🤦😔🤔,4,4.2.3,2022-10-12 03:02:57,-1,-1,-1,Negatif
Nur aeni,"Terimakasih aplikasi nya sangat membantu, tidak perlu jauh2 datang ke kantor bpjsnya",5,4.2.3,2022-12-08 00:19:05,1,1,1,Positif
Muhadiyono,Aplikasinya bagus mempermudah peserta dalam update data dan informasi,5,4.2.3,2022-12-20 09:51:00,1,1,1,Positif
Erna Soraya,"Aplikasinya sejauh ini aman sih. Cuman tadi saat ubah faskes, sms verifikasinya tidak terkirim. Akhirnya via email deh 🙂",5,4.2.3,2022-12-08 02:16:33,0,1,1,Positif
Alfin Latief,Aplikasi yang bagus dan berguna. Penggunaan aplikasi mudah dan user frendly. Saya daftar antrean puskesmas dan rumah sakit bisa via aplikasi. Good..👍,5,4.2.3,2022-01-15 15:49:00,1,1,1,Positif
Panji Ramanda,Aplikasi kuranng jelas ga bisa masuk mau daftar aja gagal terus,1,4.2.3,2022-12-14 06:26:32,-1,-1,-1,Negatif
Mage Wati,"apk sampah , ampas ga guna , lagi keadaan darurat mau ke rumah sakit aja suruh daftar apk ampas ini , sudah install malah apk malah memper sulit saja",1,4.2.3,2022-12-09 02:51:56,-1,-1,-1,Negatif
Affandie Sanusi,Penambahan peserta tidak bisa.sudah di isi NIK dan capha tetap tidak bisa masuk de menu selanjutnya,3,4.2.3,2022-12-05 08:06:40,-1,-1,-1,Negatif
Garuda Emas,"App gak jelas ini, belum pernah daftar pake nomor malah bilangnya sudah pernah daftar",2,4.2.3,2022-01-24 05:59:00,-1,-1,-1,Negatif
Shy Play,Tingkatkan lagi kemanan dan kenyamanan,4,4.2.3,2022-12-03 08:45:50,0,-1,-1,Negatif
naims baron,Makin kesini susah amad sih tuk akses Apk ni...apalgi stlah di Upgred k versi terbaru ni...😠😠😠 Upgred maksa lgi..,4,4.2.3,2022-12-12 02:17:46,-1,-1,-1,Negatif
Johanes Hery,"Kenapa selalu harus update terus sih, setiap buka aplikasi.... Heran..... Akhirnya bintang haru saya edit.... Aplikasi gak bisa dibuka, gak berguna.....",1,4.2.3,2022-01-07 16:15:00,-1,-1,-1,Negatif
reki sarman,Perubahan data peserta lebih simpel dan mudah,5,4.2.3,2022-12-19 14:30:19,1,1,1,Positif
Mochammad HeNdri W,"Aplikasi 👎👎👎👎 sudah coba berkali kali daftar selalu muncul format no KK salah.. padahal yang disuruh isi NIK , Nama , Tgl lahir sama Captcha.. gk ada kolom isi format no KK... 👎👎👎",1,4.2.3,2022-09-20 08:38:27,-1,-1,-1,Negatif
Tamara Ginting,Saya kok gak ada daftar akun untuk JKN mobile ya ? Adanya langsung daftar baru padahal saya sudah ada kartu bpjs,1,4.2.3,2022-12-14 13:07:04,-1,-1,-1,Negatif
Eka Ciprut,Menu pendaftaran antrean tidak berguna Di aplikasi terdaftar no. 2 tapi sampai faskes 1 malah di beri anteean no. 15. Hapus saja dari pada memberi harapan palsu pada pasien.,2,4.2.3,2022-01-28 09:32:00,-1,-1,-1,Negatif
M G GUPONG,"Jam akses kenapa dibatesi, pendaftaran akun akses malam selalu eror",1,4.2.3,2022-12-08 14:55:41,-1,-1,-1,Negatif
Alka Anrum,Sangat bermanfaat dan akses cukup mudah digunakan,4,4.2.3,2022-01-25 01:03:00,1,1,1,Positif
Varisha Handmade,Pelayanan bpjs jadi sangat mudah dilakukan tanpa harus cape datang lansung ke kantor pelayanannya 😊,5,4.2.3,2023-01-08 10:39:43,1,1,1,Positif
Meme Yg Membagongkan,"Tolong dokter yang menangani di puskesmas Bane (Pematangsiantar) khususnya bagian pemeriksaan asam urat agar segera ditindak, soalnya ibu saya disuruh puasa dari jam 22 sampai jam 9 untuk tes asam urat tetapi setelah ditunggu hingga jam 10 lewat, tpi tidak hadir padahal sudah jelas di puskesmas tsbt mengatakan semua dokter telah hadir jam 9 (semua dokter). Alhasil hanya mendapatkan kelaparan saja tanpa adanya pemeriksaan krna lelah menunggu ditambah situasi saat ini sedang hujan🙏.",4,4.2.3,2022-12-01 03:31:50,0,0,0,Netral
Rifki aditya,"Pelayanan aplikasi nya sangan responsif, (sangat puas)",5,4.2.3,2022-12-08 05:33:33,1,1,1,Positif
R Ranasa,Sangat mudah buat pindah fasilitas kesehatan,5,4.2.3,2022-01-27 13:25:00,1,1,1,Positif
Adeth Tovani,Ini saya mau menggunakan lewat apk ini....tp kok tidak bisa masih blm bisa masuk rs rujukan. Gmn caranya. Saya sudah update tetap tidak bisa,4,4.2.3,2022-01-03 01:31:00,-1,-1,-1,Negatif
Ricky Adrian,"Terlalu mempersulit masyarakat, harus pakai pulsa padahal cuma mw dapat kode verifikasi. Giliran pulsa udah sampe ratusan ribu tetap aja ngak bisa dapat kode verifikasi. Mohon maaf mendingan di hapus aja dari playstore aplikasinya 🙏🏻",1,4.2.3,2022-01-01 07:24:00,-1,-1,-1,Negatif
wong deso,Ap kah aplikasi mobil jkn lg gangguan knp sy daftar antrian onlen tidak bisa silakan coba lg mulu,1,4.2.3,2022-12-27 10:00:28,-1,-1,-1,Negatif
Anhar,"Bagus, sangat membantu untuk meningkatkan pelayanan",5,4.2.3,2022-01-24 05:35:00,1,1,1,Positif
amran iskandar,"Aplikasi sangat membantu untuk perpindahan Faskes, makin bagus apk",5,4.2.3,2022-12-30 03:48:09,1,1,1,Positif
jodo kusumo,"Aplikadi kurang praktis mau cetak kartu anak, hrs daftar dulu, dan hrs pake nomor hp yg berbeda, nah kalau ansk saya 5, jadi hrs punya hp semua,... tolong dipikirkan. Akan lebih praktis jika di akun kepala keluarga bisa cetak kartu anggota yg lain",1,4.2.3,2022-10-17 01:39:33,-1,-1,-1,Negatif
Lord Cyber,"aplikasi aneh, pas daftar pengguna baru, mau verifikasi no hp ""maaf no anda sudah dipakai user lain"" padahal blm pernah daftar pada aplikasi ini.",1,4.2.3,2022-01-09 02:03:00,-1,-1,-1,Negatif
Ria pratama,Kalau mau mau cetak kartu selalu email tidak aktif padahal aktif,4,4.2.3,2022-12-08 15:20:01,-1,-1,-1,Negatif
Arif Hidayah,"Aplikasi ampas, ganti nama bayi aja susah bgt. Udh jaman digital, masih saja harus konvensional ke kantor. Sudah update versi terbaru, ttp saja tdk bs ganti nama bayi. Knapa g ganti nama saja, aplikasi kecamatan bpjs👎👎👎",1,4.2.3,2022-10-01 08:41:56,-1,-1,-1,Negatif
Mily Akmil,"Ka,,, kenapa JKN mobile saya buat nambah peserta tidak bisa,,,, selalu tertulis nik kosong, padahal udah ada nomor nik nya,,,, mohon dibantu jawab ka🙏🙏🙏",4,4.2.3,2022-12-25 15:21:24,-1,-1,0,Negatif
renndy yk,Saya mau daftar tapi selalu jam akses tidak sesuai,1,4.2.3,2022-12-27 17:28:12,-1,-1,-1,Negatif
Rinaldy Meinaki,"Di arahkan RS untuk booking rawat jalan harus lewat aplikasi Mobile JKN tapi selalu gagal input untuk daftar antrean, aplikasi dibuat untuk memudahkan bukan mempersulit, kalau aplikasi belum siap jangan dipaksakan!",1,4.2.3,2022-01-17 12:19:00,-1,-1,-1,Negatif
Tsarwatul jannah,"Kenapa kalau sudah mendaftar sekali, untuk mendaftar yang selanjutnya tidak bisa..? Karena data yang kemaren blm hilang",3,4.2.3,2022-01-08 01:26:00,-1,-1,-1,Negatif
Ferdi Romadhon,"Ini yakin nih aplikasi udh paten di realese buat di pake seindo? Tapi kok kentang, mau daftar pas masukin captcha malah ngaco muncul {""response code...(blablabla)""06""} lah malah coding aplikasinya muncul",1,4.2.3,2022-10-29 14:28:20,-1,-1,-1,Negatif
Desti Ana,semoga kedepannya selalu lebih baik dalam pelayanan mobile jkn.sukses selalu🙏🏻,5,4.2.3,2022-12-12 09:32:05,1,1,1,Positif
Suleman Alkatiri,"Aplikasi jelek tidak berguna, tidak ada ada tanggapan doal keluhan dari pengguna maja nya aku uninstall",1,4.2.3,2022-12-02 09:14:13,-1,-1,-1,Negatif
Gusti Putu Darmawan,"Aplikasi sering eror, susah di pake mohon diperbaiki",3,4.2.3,2022-12-01 03:35:54,-1,-1,-1,Negatif
Najiah Sam,Perubahan data mudah .. saya pindah faskes 1 alhamdulillah lancar. Ditingkatkan lagi ya..,5,4.2.3,2022-12-08 13:52:07,1,1,1,Positif
Anggun Putri Nursaeni,"Gk guna banget, ribet banget yg mudah di bikin sulit. Padahal udah sesuai captcha nya tapi gk bisa bisa gmana sihh,",1,4.2.3,2022-10-01 00:54:00,-1,-1,-1,Negatif
Dany Hendrawanto,"Pengalaman sangat buruk kode captcha nggak berfungsi hanya muter2, sudah berulangkali uninstall and install tetap muter2...mohon diperbaiki...",1,4.2.3,2022-01-02 08:31:00,-1,-1,-1,Negatif
Luluk Yusfita,Sangat membantu untuk mengambil antrean online. Cepat,5,4.2.3,2022-12-29 01:49:00,1,1,1,Positif
titi nastiti rusbandi,Sangat berbelit - belit untuk verivikasi dan utk kode email . Verifikasi coba dikirim melalui sms atau wa jangan melalui email .,3,4.2.3,2022-12-18 08:58:25,-1,-1,-1,Negatif
ivander Adlan,"Kenapa setelah aplikasi auto up date kita tidak bisa auto masuk, malah harus ngisi data lagi.. Jadi takut masukin data gak yakin ini aplikasi resmi.",3,4.2.3,2022-10-01 02:46:00,-1,-1,-1,Negatif
Honey Moon,"tolong aplikasinya diperbaiki. masa nyoba daftar auto debit dr kmren2 gabisa. ""silahkan coba lg"" udah coba berkali2 gabisa!",2,4.2.3,2022-01-03 03:24:00,-1,-1,-1,Negatif
Sumanta Manta,Sy puas dengan aplikasi ini saya daftar online sangat mudah sekali sangat membantu saya trima ksh mohon ditingkatkan lagi untuk potongan auto debitnya,5,4.2.3,2023-01-12 03:56:33,1,1,1,Positif
Gunardi Lukman,"Sangat sulit utk masuk ke sistem, semoga ini tdk menjadikan kami bosan, kami akan terus berusaha terus",5,4.2.3,2022-12-09 09:59:57,-1,-1,-1,Negatif
ABI STUDIO,Aplikasinya untuk daftar malah eror Padahal mau update pindah tempat faskes.,1,4.2.3,2022-12-06 15:40:19,-1,-1,-1,Negatif
Anni Zhofatul Fikriah,"Pengalaman pertama ubah tempat faskes krn saya pindah domisili.. Dan alhamdulillah dengan fasilitas ini jd lebih gampang tanpa harus ngantri panjang.. Semoga BPJS makin terdepan, terbaik dalam melayani masyarakat Indonesia..",5,4.2.3,2022-01-15 22:33:00,1,1,1,Positif
Yeni Setyo,"Pelayanan bagus, perubahan data cepat",5,4.2.3,2022-12-09 01:30:53,1,1,1,Positif
Titian Ayu,"Setelah di update ko malah ribet banget, sering keluar sendiri akunnya dan aplikasinya load nya lama banget padahal Singal bagus",2,4.2.3,2022-01-14 00:34:00,-1,-1,-1,Negatif
Trafalgar Law,"alamat peserta tidak bisa di ubah dari aplikasi mobile jkn..seharusnya mudah pakai aplikasi, ini malah jd lebih ribet harus ubah data ke kantor langsung",1,4.2.3,2022-10-27 03:41:16,-1,-1,-1,Negatif
Iman Sein,Dengan aplikasi ini jadi lebih mudah efisien dan efektif,5,4.2.3,2022-01-21 01:44:00,1,-1,1,Positif
Krisye Armyanto,"Kenapa verifikasi nomor hp susah sekali, selalu gagal Di suruh coba lagi. Sampe seharian cuma masalah verifikasi nomor hp",1,4.2.3,2023-01-01 00:47:26,-1,-1,-1,Negatif
Mafrudloh Einstein,"Aplikasi jelek,udah daftar beberapa kali pulsa udah kepotong eh masuk pakai verifikasi katanya verivikasi tidak sesuai padahal masukin nya belum 1 menit,nyesel download",1,4.2.3,2022-01-09 06:18:00,-1,-1,-1,Negatif
Wannopen purba Chanel,"Aplikasi pemerintah,kenapa masih saja menggunakan pulsa berbayar untuk verifikasi data. Apa hanya mencari keuntungan juga, dari aplikasi ini??? Herman saya ... jadi lama akses akibat ini.hmmm",1,4.2.3,2022-01-06 07:03:00,-1,-1,-1,Negatif
M Iqbal Yusuf,"Alhamdulillah sangat terbantu dengan adanya apkikasi mobile JKN,, BPJS ini membantu meringankan beban pengeluaran saya yg baru memiliki Gaji 1.500.000 jt per bulan dengan tanggungan nafkah Istri dan 1 anak,, alhamdulillah 🙂🥳🙏🏻",5,4.2.3,2022-12-17 01:21:42,1,1,1,Positif
Vera DCahyani,"Pelayanan lebih mudah, melakukan apapun bs melalui mobile jkn, hemat waktu, ongkos, dan tenaga. Melihat rmh yg lumayan jauh dr kantor bpjs.",5,4.2.3,2022-09-21 06:43:56,1,1,1,Positif
pratama adi,Semoga lebih baik dan mudah cara penggunaan nya dan petunjuk nya,5,4.2.3,2022-12-13 02:01:31,1,-1,1,Positif
Tb Rifki,Makasih mobile JKN dengan ada nya aplikasi ini kami sekeluarga sangat membantu dalam keluhan dan perubahan data,5,4.2.3,2022-12-01 10:55:30,1,1,1,Positif
PoerWANTO wanto,Sangat bermanfaat info fasalitas kesehatan lenkap dan mudah untuk ganti faskes,5,4.2.3,2022-12-06 22:15:52,1,1,1,Positif
Suhendi,Siip.. semoga selalu konsisten dan makin lengkap lagi segi fitur-fiturnya. Thanks team,5,4.2.3,2022-12-18 04:00:58,1,1,1,Positif
Tohani Ramdhan,Saat login kode captha tidak muncul mohon di perbaiki,1,4.2.3,2022-01-30 18:53:00,-1,-1,-1,Negatif
Kusmiati Ragil,Alhamdulilah bisa digunakan sesuai kebutuhan 😊 trimaksih jkn mobile,5,4.2.3,2022-01-20 13:07:00,1,1,1,Positif
Adhi Alvano,"Alhmdulilah sekarng udah ada perbaikan terbaru login & pindah faskes juga sukses berhasill ,gk seribet dulu waktu awal,,, terimaksihh semoga kedepannya lebih membaik & lancar lagi apknya sehingga mempermudah kami sebagai pengguna bpjs ksehatan ,, I like this👍",4,4.2.3,2022-10-16 14:42:57,1,1,1,Positif
Jeni Yohanis,Tdk bisa mendaftar di aplikasi alasan sistem sibuk terus,1,4.2.3,2022-12-15 09:14:16,-1,-1,-1,Negatif
Ega Widi,Susah bngt buat nambahin peserta mana bagian ngetik kk nya kayak di kunci,2,4.2.3,2022-12-15 03:18:16,-1,-1,-1,Negatif
Isnu Rohman,"Aplikasi bagus, untuk pindah faskel juga mudah",5,4.2.3,2023-01-02 04:44:07,1,1,1,Positif
Ratna Sari,Sangat mudah di gunakan untuk mencari tau informasi,5,4.2.3,2023-01-13 12:30:51,1,1,1,Positif
padlan banjaryansyah,Mempermudah cek kesehatan dan pengobatan.,5,4.2.3,2022-12-17 18:31:56,1,1,1,Positif
Budi Budi,Praktis dan mudah untuk perubahan data peserta,4,4.2.3,2022-01-22 01:56:00,1,1,1,Positif
aigina lailafauziah,Dengan adanya mobile jkn bisa memudahkan sekaligus mempeersulit segala keperluan,4,4.2.3,2022-12-14 03:27:57,0,0,1,Netral
septian tubagus syahrizal,"mau daftar juga harus ada pulsa hadooooh ,malah mempersulit",1,4.2.3,2022-12-26 05:08:38,-1,-1,-1,Negatif
Octiawan Basri,Sangat membantu untuk kelancaran dan praktisnya,5,4.2.3,2022-01-28 07:47:00,1,1,1,Positif
