userName,content,score,reviewCreatedVersion,at,Sentimen (Aurel),Sentimen (Ade),Sentimen (Eky),Sentimen Akhir,translated_content,processed_text,textblob_ready_text,tokens,lemmatized_tokens,afinn_score,afinn_label,swn_pos_score,swn_neg_score,swn_sentiment_score,swn_label,senticnet_score,senticnet_label,textblob_polarity,textblob_subjectivity,textblob_label
Ike Yunita,Sangat bagus sekali,5,4.2.3,2022-01-28 12:53:00,1.0,1.0,1.0,Positif,Very good.,very good,very good.,"['very', 'good']","['very', 'good']",3.0,Positif,1.0,0.25,0.75,Positif,0.191,Positif,0.9099999999999999,0.7800000000000001,Positif
agus saputra,Mantap,5,4.2.3,2022-01-10 08:45:00,1.0,1.0,1.0,Positif,Steady.,steady,steady.,['steady'],['steady'],0.0,Netral,0.125,0.625,-0.5,Negatif,0.884,Positif,0.16666666666666666,0.5,Positif
Radenmas Fery,Good Apps,5,4.3.0,2022-12-26 12:48:07,1.0,1.0,1.0,Positif,Good Apps,good apps,good apps,"['good', 'apps']","['good', 'apps']",3.0,Positif,0.75,0.0,0.75,Positif,0.191,Positif,0.7,0.6000000000000001,Positif
Agi Saputra K. U,Good,5,4.2.3,2022-12-04 04:05:42,1.0,1.0,1.0,Positif,Good,good,good,['good'],['good'],3.0,Positif,0.75,0.0,0.75,Positif,0.191,Positif,0.7,0.6000000000000001,Positif
Wilda Aisyah,Nicee,5,4.2.3,2023-01-05 05:25:28,1.0,1.0,1.0,Positif,Nicee,nicee,nicee,['nicee'],['nicee'],0.0,Netral,0.0,0.0,0.0,Netral,0.0,Netral,0.0,0.0,Netral
Muammar Salam,Sangat membantu perubahan data perserta,5,4.2.3,2022-12-28 03:47:27,1.0,1.0,1.0,Positif,Very helpful to the insertion data change,very helpful to the insertion data change,very helpful to the insertion data change,"['very', 'helpful', 'to', 'the', 'insertion', 'data', 'change']","['very', 'helpful', 'to', 'the', 'insertion', 'data', 'change']",2.0,Positif,0.5,0.25,0.25,Positif,-0.27333333333333326,Negatif,0.2,0.3,Positif
Adi Jaya,mantap markotop,5,4.2.3,2022-01-22 06:55:00,1.0,1.0,1.0,Positif,Steady markotop,steady markotop,steady markotop,"['steady', 'markotop']","['steady', 'markotop']",0.0,Netral,0.125,0.625,-0.5,Negatif,0.884,Positif,0.16666666666666666,0.5,Positif
Yono Yono1010,Bravo,5,4.2.3,2022-01-22 04:07:00,1.0,1.0,1.0,Positif,Bravo,bravo,bravo,['bravo'],['bravo'],0.0,Netral,0.0,0.0,0.0,Netral,0.9,Positif,0.0,0.0,Netral
Fadila kuswulandari,App lebih mudah dan dimengerti versi terbarunya good job,5,4.3.0,2023-01-12 12:12:54,1.0,1.0,1.0,Positif,App is easier and more understandable. The latest version is good job.,app is easier and more understandable the latest version is good job,app is easier and more understandable. the latest version is good job.,"['app', 'is', 'easier', 'and', 'more', 'understandable', 'the', 'latest', 'version', 'is', 'good', 'job']","['app', 'be', 'easy', 'and', 'more', 'understandable', 'the', 'late', 'version', 'be', 'good', 'job']",3.0,Positif,2.125,0.5,1.625,Positif,0.44699999999999995,Positif,0.5666666666666667,0.6666666666666666,Positif
Rolena Kinawati,"Merubah faskes dan alamat rumah, mudah tapi harus berulang karena pengiriman OTP nya agak lambat",5,4.2.3,2022-12-26 02:26:48,1.0,1.0,1.0,Positif,"Change faskes and home address, easy but had to repeat because his OTP delivery was a bit slow",change faskes and home address easy but had to repeat because his otp delivery was a bit slow,"change faskes and home address, easy but had to repeat because his otp delivery was a bit slow","['change', 'faskes', 'and', 'home', 'address', 'easy', 'but', 'had', 'to', 'repeat', 'because', 'his', 'otp', 'delivery', 'was', 'a', 'bit', 'slow']","['change', 'faskes', 'and', 'home', 'address', 'easy', 'but', 'have', 'to', 'repeat', 'because', 'his', 'otp', 'delivery', 'be', 'a', 'bit', 'slow']",1.0,Positif,1.125,0.5,0.625,Positif,0.45,Positif,0.06666666666666665,0.6166666666666667,Positif
Andryan Siska,Mntapppppp aplikasi inii... Sangat membantu sekali.. trimkasih mobile JKN,5,4.2.3,2022-01-03 08:56:00,1.0,1.0,1.0,Positif,Mntapppppp this application... is very helpful... thank you for the JKN mobile.,mntapppppp this application is very helpful thank you for the jkn mobile,mntapppppp this application... is very helpful... thank you for the jkn mobile.,"['mntapppppp', 'this', 'application', 'is', 'very', 'helpful', 'thank', 'you', 'for', 'the', 'jkn', 'mobile']","['mntapppppp', 'this', 'application', 'be', 'very', 'helpful', 'thank', 'you', 'for', 'the', 'jkn', 'mobile']",4.0,Positif,0.75,0.375,0.375,Positif,0.07100000000000002,Positif,0.2,0.3,Positif
Melky Tumarar,Ok,4,4.2.3,2022-01-30 06:37:00,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,",all right all right all right all right all right all right all right all right all right all right all right all right all right lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go,"all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go']","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go']",0.0,Netral,2.75,0.0,2.75,Positif,0.0,Netral,0.28571428571428564,0.5357142857142857,Positif
Susanto Ayybiand,Keren,5,4.3.0,2023-01-13 05:56:47,1.0,1.0,1.0,Positif,Cool.,cool,cool.,['cool'],['cool'],1.0,Positif,0.25,0.375,-0.125,Negatif,0.9,Positif,0.35,0.65,Positif
Irwandi,Terima kasih atas pelayannya yang sangat jelas dan tepat good job.... 👍🏻👍🏻,5,4.3.0,2023-01-15 15:46:21,1.0,1.0,1.0,Positif,Thank you for your very clear and precise good job....,thank you for your very clear and precise good job,thank you for your very clear and precise good job....,"['thank', 'you', 'for', 'your', 'very', 'clear', 'and', 'precise', 'good', 'job']","['thank', 'you', 'for', 'your', 'very', 'clear', 'and', 'precise', 'good', 'job']",6.0,Positif,2.25,0.25,2.0,Positif,0.06525,Positif,0.41,0.6327777777777778,Positif
iqbal bastian,Sangat membantu,4,4.2.3,2022-01-02 05:52:00,1.0,1.0,1.0,Positif,Very helpful.,very helpful,very helpful.,"['very', 'helpful']","['very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.94,Negatif,0.2,0.3,Positif
Farid Tri Prasetya,Sangat bermanfaat,5,4.2.3,2022-01-12 03:36:00,1.0,1.0,1.0,Positif,Very useful.,very useful,very useful.,"['very', 'useful']","['very', 'useful']",2.0,Positif,0.25,0.25,0.0,Netral,0.13,Positif,0.39,0.0,Positif
Ani Wulandari,Gampang banget,5,4.3.0,2023-01-10 09:54:40,1.0,1.0,1.0,Positif,It's easy.,its easy,it's easy.,"['its', 'easy']","['its', 'easy']",1.0,Positif,0.625,0.25,0.375,Positif,0.806,Positif,0.43333333333333335,0.8333333333333334,Positif
agus miyadi,Sangat membantu,5,4.2.3,2022-01-29 05:38:00,1.0,1.0,1.0,Positif,Very helpful.,very helpful,very helpful.,"['very', 'helpful']","['very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.94,Negatif,0.2,0.3,Positif
Yani Syarifuddin,Sangat membantu dan memudahkan,5,4.2.3,2022-01-18 06:23:00,1.0,1.0,1.0,Positif,It's very helpful and it's very easy.,its very helpful and its very easy,it's very helpful and it's very easy.,"['its', 'very', 'helpful', 'and', 'its', 'very', 'easy']","['its', 'very', 'helpful', 'and', 'its', 'very', 'easy']",3.0,Positif,1.375,0.75,0.625,Positif,-0.06699999999999995,Negatif,0.3816666666666667,0.65,Positif
Miki Mareta,Sangatttt membantu..,5,4.3.0,2023-01-10 05:36:22,1.0,1.0,1.0,Positif,Very helpful.,very helpful,very helpful.,"['very', 'helpful']","['very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.94,Negatif,0.2,0.3,Positif
Gania saribanon,Sangat membantu sekali.. Terima kasih,5,4.3.0,2023-01-27 01:33:22,1.0,1.0,1.0,Positif,"Very helpful, thank you.",very helpful thank you,"very helpful, thank you.","['very', 'helpful', 'thank', 'you']","['very', 'helpful', 'thank', 'you']",4.0,Positif,0.5,0.25,0.25,Positif,-0.019999999999999962,Netral,0.2,0.3,Positif
Arrisyunal Firdaus,Login aekarang selalu gk bisa.. Aplikasi sblmnya bisa..,1,4.2.3,2022-10-13 23:17:32,-1.0,-1.0,-1.0,Negatif,Login now always can't... the application can't...,login now always cant the application cant,login now always can't... the application can't...,"['login', 'now', 'always', 'cant', 'the', 'application', 'cant']","['login', 'now', 'always', 'cant', 'the', 'application', 'cant']",0.0,Netral,0.0,0.0,0.0,Netral,0.253,Positif,0.0,0.0,Netral
Anita Widiawati,Sangat membantu,5,4.2.3,2022-01-28 05:30:00,1.0,1.0,1.0,Positif,Very helpful.,very helpful,very helpful.,"['very', 'helpful']","['very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.94,Negatif,0.2,0.3,Positif
triez channel,Memudahkan peserta BPJS KESEHATAN untuk mengakses fasilitas kesehatan.,5,4.3.0,2023-01-06 14:31:10,1.0,1.0,1.0,Positif,Makes it easier for the BPJs's people to have access to health facilities.,makes it easier for the bpjss people to have access to health facilities,makes it easier for the bpjs's people to have access to health facilities.,"['makes', 'it', 'easier', 'for', 'the', 'bpjss', 'people', 'to', 'have', 'access', 'to', 'health', 'facilities']","['make', 'it', 'easy', 'for', 'the', 'bpjss', 'people', 'to', 'have', 'access', 'to', 'health', 'facility']",0.0,Netral,1.5,0.25,1.25,Positif,0.652,Positif,0.0,0.0,Netral
Arnold R Hutajulu,Mantap,5,4.2.3,2022-09-29 14:04:25,1.0,1.0,1.0,Positif,Steady.,steady,steady.,['steady'],['steady'],0.0,Netral,0.125,0.625,-0.5,Negatif,0.884,Positif,0.16666666666666666,0.5,Positif
Dede Sun,Semoga lebih baik lagi dan peningkatan performa yang real,5,4.2.3,2022-12-30 13:28:34,1.0,1.0,1.0,Positif,Hopefully even better and a real rise in performance.,hopefully even better and a real rise in performance,hopefully even better and a real rise in performance.,"['hopefully', 'even', 'better', 'and', 'a', 'real', 'rise', 'in', 'performance']","['hopefully', 'even', 'well', 'and', 'a', 'real', 'rise', 'in', 'performance']",5.0,Positif,1.375,0.0,1.375,Positif,0.504,Positif,0.35,0.4,Positif
Nendi Taurus,"Sdah trdaftar cma ssah buat masuk'y suruh bkin auto debit,sdah d bikin tpi gagal trus",1,4.2.3,2022-01-01 04:39:00,-1.0,-1.0,-1.0,Negatif,I can't let you come in. I can't let you do that. I can't do that.,i cant let you come in i cant let you do that i cant do that,i can't let you come in. i can't let you do that. i can't do that.,"['i', 'cant', 'let', 'you', 'come', 'in', 'i', 'cant', 'let', 'you', 'do', 'that', 'i', 'cant', 'do', 'that']","['i', 'cant', 'let', 'you', 'come', 'in', 'i', 'cant', 'let', 'you', 'do', 'that', 'i', 'cant', 'do', 'that']",0.0,Netral,0.0,0.0,0.0,Netral,0.0,Netral,0.0,0.0,Netral
Herry K Indrawan,Sangat membantu,5,4.2.3,2023-01-06 13:15:33,1.0,1.0,1.0,Positif,Very helpful.,very helpful,very helpful.,"['very', 'helpful']","['very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.94,Negatif,0.2,0.3,Positif
Ade Tatang,Membantos,5,4.2.3,2022-10-26 06:53:41,1.0,1.0,1.0,Positif,Blowing,blowing,blowing,['blowing'],['blowing'],0.0,Netral,0.0,0.0,0.0,Netral,0.0,Netral,0.0,0.0,Netral
Jemi Psb,Pemerintah begini mantap.. sistem online jadi ga ribet,5,4.2.3,2022-12-01 10:36:00,1.0,1.0,1.0,Positif,The government is like this.. the online system is so unnerving,the government is like this the online system is so unnerving,the government is like this.. the online system is so unnerving,"['the', 'government', 'is', 'like', 'this', 'the', 'online', 'system', 'is', 'so', 'unnerving']","['the', 'government', 'be', 'like', 'this', 'the', 'online', 'system', 'be', 'so', 'unnerving']",2.0,Positif,1.125,0.25,0.875,Positif,0.9,Positif,0.0,0.0,Netral
Pipa Ledeng,👍👍👍,5,4.3.0,2023-01-04 07:47:39,1.0,1.0,1.0,Positif,"counted on the end of the line. - No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",counted on the end of the line no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no no,"counted on the end of the line. - no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.","['counted', 'on', 'the', 'end', 'of', 'the', 'line', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['count', 'on', 'the', 'end', 'of', 'the', 'line', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",-120.0,Negatif,0.0,0.0,0.0,Netral,0.798,Positif,0.0,0.0,Netral
Haedar Ullah,Ok,5,4.3.0,2023-01-03 01:39:00,1.0,1.0,1.0,Positif,"All right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,",all right all right all right all right all right all right all right all right all right all right all right all right all right lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go lets go,"all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, all right, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go, let's go,","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go', 'lets', 'go']","['all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'all', 'right', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go', 'let', 'go']",0.0,Netral,2.75,0.0,2.75,Positif,0.0,Netral,0.28571428571428564,0.5357142857142857,Positif
Evanka Sumanto215,Sangat membantu sekali,5,4.2.3,2022-01-30 20:14:00,1.0,1.0,1.0,Positif,That's very helpful.,thats very helpful,that's very helpful.,"['thats', 'very', 'helpful']","['thats', 'very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.94,Negatif,0.2,0.3,Positif
Risma Cimonk,Luar biasa busa lebih praktis lagi... Bravo mobile jkn,5,4.2.3,2022-12-08 12:04:17,1.0,1.0,1.0,Positif,It's amazing how much more practical foam...,its amazing how much more practical foam,it's amazing how much more practical foam...,"['its', 'amazing', 'how', 'much', 'more', 'practical', 'foam']","['its', 'amaze', 'how', 'much', 'more', 'practical', 'foam']",4.0,Positif,0.25,0.25,0.0,Netral,0.07700000000000003,Positif,0.55,0.7,Positif
Indra Bungsu,Mantab sangat membantu rakyat,5,4.2.3,2022-12-10 08:22:44,1.0,1.0,1.0,Positif,Great help to the people.,great help to the people,great help to the people.,"['great', 'help', 'to', 'the', 'people']","['great', 'help', 'to', 'the', 'people']",5.0,Positif,0.5,0.0,0.5,Positif,0.8785000000000001,Positif,0.8,0.75,Positif
Ema Ambar Wati,Lumayan membantu,4,4.2.3,2022-01-01 05:01:00,1.0,1.0,1.0,Positif,Not bad at all.,not bad at all,not bad at all.,"['not', 'bad', 'at', 'all']","['not', 'bad', 'at', 'all']",-3.0,Negatif,0.0,1.25,-1.25,Negatif,-0.8,Negatif,0.3499999999999999,0.6666666666666666,Positif
Gan Den,Sangat membantu,5,4.2.3,2022-12-14 13:26:42,1.0,1.0,1.0,Positif,Very helpful.,very helpful,very helpful.,"['very', 'helpful']","['very', 'helpful']",2.0,Positif,0.5,0.25,0.25,Positif,-0.94,Negatif,0.2,0.3,Positif
Muhammad Irpan,Payah segala minta di update mlh paketan lg sekarat.gmn si mending pake cetak kartu dah. Kecewa saya,1,4.3.0,2023-01-15 12:15:28,-1.0,-1.0,-1.0,Negatif,It sucks that the package is dying.gmn the guy is using the card print dah. i'm disappointed. i'm not. i'm sorry. i'm sorry. i'm sorry. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.,it sucks that the package is dyinggmn the guy is using the card print dah im disappointed im not im sorry im sorry im sorry im sorry im sorry im sorry im sorry im sorry im sorry im sorry im sorry im sorry,it sucks that the package is dying.gmn the guy is using the card print dah. i'm disappointed. i'm not. i'm sorry. i'm sorry. i'm sorry. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.. i'm sorry.,"['it', 'sucks', 'that', 'the', 'package', 'is', 'dyinggmn', 'the', 'guy', 'is', 'using', 'the', 'card', 'print', 'dah', 'im', 'disappointed', 'im', 'not', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry']","['it', 'suck', 'that', 'the', 'package', 'be', 'dyinggmn', 'the', 'guy', 'be', 'use', 'the', 'card', 'print', 'dah', 'im', 'disappoint', 'im', 'not', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry', 'im', 'sorry']",-17.0,Negatif,0.5,8.625,-8.125,Negatif,-0.3485714285714285,Negatif,-0.45,0.9321428571428572,Negatif
rizki,"Blm apa2 suruh autodebit tp pilihan bank nya terbatas, saya pake BSI dan tdk ada di pilihan, mna ga bisa di skip lg, otomatis berhenti smpe situ dn ga tuntas. klo dtg lngsung bilangnya ""coba di aplikasi lebih mudah"" MANAAA ?",1,4.3.0,2023-01-15 13:36:42,-1.0,-1.0,-1.0,Negatif,"In order to autodebit but the bank's options are limited, I use BSI and I don't have a choice, I can't skip it anymore, I automatically stop there and it's not finished.",in order to autodebit but the banks options are limited i use bsi and i dont have a choice i cant skip it anymore i automatically stop there and its not finished,"in order to autodebit but the bank's options are limited, i use bsi and i don't have a choice, i can't skip it anymore, i automatically stop there and it's not finished.","['in', 'order', 'to', 'autodebit', 'but', 'the', 'banks', 'options', 'are', 'limited', 'i', 'use', 'bsi', 'and', 'i', 'dont', 'have', 'a', 'choice', 'i', 'cant', 'skip', 'it', 'anymore', 'i', 'automatically', 'stop', 'there', 'and', 'its', 'not', 'finished']","['in', 'order', 'to', 'autodebit', 'but', 'the', 'bank', 'option', 'be', 'limited', 'i', 'use', 'bsi', 'and', 'i', 'dont', 'have', 'a', 'choice', 'i', 'cant', 'skip', 'it', 'anymore', 'i', 'automatically', 'stop', 'there', 'and', 'its', 'not', 'finish']",-2.0,Negatif,0.875,1.25,-0.375,Negatif,-0.149,Negatif,-0.07142857142857142,0.14285714285714285,Negatif
Kang Maulana_,Lebih ditingkatkan lagi,5,4.2.3,2023-01-01 01:42:00,1.0,0.0,1.0,Positif,More improved.,more improved,more improved.,"['more', 'improved']","['more', 'improved']",2.0,Positif,0.375,0.0,0.375,Positif,0.9,Positif,0.5,0.5,Positif
